name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2024-02-24T20:00:00,29.0,30.8,20.0,58.34,0.0,0,,0,0,41.0,16.6,150.0,1012.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-24T21:00:00,29.0,30.3,19.0,54.83,0.0,0,,0,0,38.2,16.6,140.0,1013.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-24T22:00:00,27.9,29.2,19.2,59.12,0.0,0,,0,0,30.2,15.7,146.0,1013.0,25.4,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-24T23:00:00,28.0,29.6,20.0,61.84,0.0,0,,0,0,25.9,20.5,140.0,1013.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T00:00:00,28.0,29.2,19.0,58.11,0.0,0,,0,0,24.1,11.2,130.0,1012.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T01:00:00,26.8,28.1,19.3,63.33,0.0,0,,0,0,20.9,10.8,128.0,1011.1,30.1,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-25T02:00:00,27.0,28.5,20.0,65.56,0.0,0,,0,0,17.6,9.4,110.0,1011.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T03:00:00,27.0,28.5,20.0,65.56,0.0,0,,0,0,14.4,7.6,130.0,1011.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T04:00:00,25.9,25.9,20.1,70.14,0.0,0,,0,0,11.2,4.9,97.8,1011.0,30.1,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-25T05:00:00,26.0,26.0,21.0,73.97,0.0,0,,0,0,14.0,7.6,80.0,1011.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T06:00:00,25.0,25.0,21.0,78.5,0.0,0,,0,0,14.4,5.4,65.5,1012.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T07:00:00,25.9,25.9,21.9,78.32,0.0,0,,0,0,14.4,4.9,58.9,1013.0,32.9,10.9,45,0.2,0,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-25T08:00:00,28.0,30.1,21.0,65.77,0.0,0,,0,0,10.8,9.4,20.0,1013.0,0.0,8.0,271,1.0,3,10,Clear,clear-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T09:00:00,29.0,31.3,21.0,62.06,0.0,0,,0,0,8.6,7.6,30.0,1014.0,50.0,8.0,519,1.9,5,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T10:00:00,31.9,34.0,20.0,49.34,0.0,0,,0,0,7.9,11.1,65.0,1014.0,27.3,10.9,734,2.6,7,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-25T11:00:00,33.0,35.3,20.0,46.44,0.0,0,,0,0,8.6,5.4,347.4,1013.0,27.0,10.0,892,3.2,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T12:00:00,34.0,36.5,20.0,43.91,0.0,0,,0,0,8.6,5.4,324.5,1012.0,27.0,10.0,980,3.5,10,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T13:00:00,34.0,35.8,19.1,41.35,0.0,0,,0,0,9.0,5.2,140.0,1011.0,48.1,10.9,989,3.6,10,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-25T14:00:00,35.0,36.9,19.0,39.03,0.0,0,,0,0,8.6,7.6,350.0,1010.0,50.0,10.0,917,3.3,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T15:00:00,35.0,36.3,18.0,36.66,0.0,0,,0,0,9.0,11.2,310.0,1009.0,27.0,10.0,774,2.8,8,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T16:00:00,33.0,36.1,21.0,49.59,0.0,0,,0,0,12.6,20.9,214.0,1010.0,25.4,10.9,570,2.1,6,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-25T17:00:00,32.0,34.9,21.0,52.26,0.0,0,,0,0,12.6,16.6,190.0,1010.0,27.0,10.0,325,1.2,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T18:00:00,31.0,33.0,20.0,52.01,0.0,0,,0,0,25.2,13.0,170.0,1010.0,5.0,10.0,79,0.3,1,10,Clear,clear-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T19:00:00,30.9,31.8,18.1,46.47,0.0,0,,0,0,32.4,16.0,149.0,1011.0,4.6,10.9,0,0.0,0,10,Clear,clear-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-25T20:00:00,30.0,30.4,17.0,45.64,0.0,0,,0,0,36.4,16.6,150.0,1011.0,5.0,10.0,0,0.0,0,10,Clear,clear-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T21:00:00,29.0,29.5,17.0,48.35,0.0,0,,0,0,36.7,16.6,140.0,1012.0,5.0,10.0,0,0.0,0,10,Clear,clear-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-25T22:00:00,28.9,29.8,18.2,52.3,0.0,0,,0,0,34.9,11.5,158.0,1012.1,27.0,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-25T23:00:00,28.0,28.9,18.0,54.58,0.0,0,,0,0,33.1,7.6,150.0,1013.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T00:00:00,28.0,29.2,19.0,58.11,0.0,0,,0,0,27.4,13.0,130.0,1012.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T01:00:00,27.8,29.6,20.2,63.36,0.0,0,,0,0,22.7,8.8,126.0,1012.0,27.3,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-26T02:00:00,27.0,28.5,20.0,65.56,0.0,0,,0,0,18.7,9.4,120.0,1012.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T03:00:00,27.0,28.5,20.0,65.56,0.0,0,,0,0,13.3,9.4,120.0,1012.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T04:00:00,26.0,26.0,20.1,69.87,0.0,0,,0,0,12.6,5.6,90.0,1012.0,25.4,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-26T05:00:00,26.0,26.0,20.0,69.54,0.0,0,,0,0,14.0,7.6,70.0,1012.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T06:00:00,25.0,25.0,21.0,78.5,0.0,0,,0,0,14.4,7.6,20.0,1013.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T07:00:00,25.0,25.0,20.9,77.96,0.0,0,,0,0,17.3,7.2,20.0,1014.0,27.3,10.9,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-26T08:00:00,28.0,30.1,21.0,65.77,0.0,0,,0,0,15.8,9.4,40.0,1014.0,27.0,9.0,274,1.0,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T09:00:00,30.0,31.9,20.0,55.08,0.0,0,,0,0,13.0,9.4,70.0,1015.0,50.0,9.0,524,1.9,5,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T10:00:00,31.9,32.8,18.1,43.86,0.0,0,,0,0,11.9,9.2,38.0,1015.0,27.3,10.9,741,2.7,7,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-26T11:00:00,33.0,33.5,17.0,38.49,0.0,0,,0,0,12.2,9.4,40.0,1014.0,27.0,10.0,901,3.2,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T12:00:00,35.0,35.2,16.0,32.3,0.0,0,,0,0,14.4,9.4,40.0,1013.0,27.0,10.0,991,3.6,10,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T13:00:00,35.9,35.5,14.2,27.4,0.0,0,,0,0,35.3,9.2,90.0,1012.0,27.3,10.9,1001,3.6,10,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-26T14:00:00,36.0,35.8,15.0,28.67,0.0,0,,0,0,19.4,13.0,110.0,1010.0,27.0,10.0,931,3.4,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T15:00:00,36.0,36.8,17.0,32.57,0.0,0,,0,0,22.0,16.6,140.0,1010.0,27.0,10.0,782,2.8,8,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T16:00:00,34.9,36.2,18.2,37.44,0.0,0,,0,0,23.0,12.4,158.0,1009.0,27.3,10.9,514,1.9,5,3,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-26T17:00:00,33.0,35.3,20.0,46.44,0.0,0,,0,0,22.3,20.5,180.0,1009.0,27.0,10.0,324,1.2,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T18:00:00,32.0,34.9,21.0,52.26,0.0,0,,0,0,29.2,13.0,200.0,1009.0,50.0,10.0,79,0.3,1,3,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T19:00:00,31.8,34.1,20.2,50.24,0.0,0,,0,0,35.6,12.8,149.0,1010.0,48.1,10.9,0,0.0,0,5,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-26T20:00:00,31.0,33.0,20.0,52.01,0.0,0,,0,0,40.3,13.0,140.0,1010.0,50.0,10.0,0,0.0,0,5,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T21:00:00,30.0,32.5,21.0,58.58,0.0,0,,0,0,41.8,14.8,140.0,1011.0,50.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-26T22:00:00,29.8,32.5,21.1,59.63,0.0,0,,0,0,41.8,9.2,117.0,1011.0,49.1,10.9,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-26T23:00:00,29.0,31.3,21.0,62.06,0.0,0,,0,0,32.8,16.6,100.0,1011.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T00:00:00,29.0,31.3,21.0,62.06,0.0,0,,0,0,22.3,13.0,120.0,1011.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T01:00:00,27.9,30.1,21.1,66.59,0.0,0,,0,0,16.9,8.5,80.0,1011.0,32.0,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-27T02:00:00,27.0,28.8,21.0,69.73,0.0,0,,0,0,14.0,9.4,80.0,1010.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T03:00:00,27.0,28.8,21.0,69.73,0.0,0,,0,0,12.2,7.6,80.0,1010.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T04:00:00,26.9,28.8,21.1,70.33,0.0,0,,0,0,13.3,7.5,61.0,1010.0,50.0,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-27T05:00:00,27.0,29.2,22.0,74.14,0.0,0,,0,0,14.4,7.6,10.0,1011.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T06:00:00,27.0,29.2,22.0,74.14,0.0,0,,0,0,14.8,3.6,41.8,1012.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T07:00:00,27.9,31.1,22.9,74.29,0.0,0,,0,0,11.5,1.6,56.4,1013.0,60.0,10.9,47,0.2,0,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-27T08:00:00,30.0,32.5,21.0,58.58,0.0,0,,0,0,10.4,9.4,130.0,1013.0,40.7,10.0,272,1.0,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T09:00:00,31.0,33.7,21.0,55.32,0.0,0,,0,0,9.4,16.6,120.0,1014.0,5.0,10.0,520,1.9,5,10,Clear,clear-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T10:00:00,32.9,36.1,21.2,50.45,0.0,0,,0,0,16.2,21.2,83.0,1014.0,28.3,10.9,736,2.6,7,5,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-27T11:00:00,33.0,35.3,20.0,46.44,0.0,0,,0,0,38.9,16.6,70.0,1013.0,50.0,10.0,892,3.2,9,3,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T12:00:00,34.0,36.5,20.0,43.91,0.0,0,,0,0,19.4,11.2,40.0,1012.0,50.0,10.0,966,3.5,10,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T13:00:00,34.0,36.7,20.2,44.35,0.0,0,,0,0,16.9,9.2,24.0,1011.0,88.0,10.9,981,3.5,10,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-27T14:00:00,36.0,38.9,20.0,39.3,0.0,0,,0,0,11.2,11.2,171.7,1010.0,88.8,10.0,322,1.2,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T15:00:00,35.0,39.5,22.0,46.97,0.0,0,,0,0,15.1,16.6,160.0,1009.0,50.0,10.0,190,0.7,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T16:00:00,31.0,34.6,22.1,59.15,0.0,0,,0,0,23.8,14.4,140.0,1009.0,53.7,10.9,107,0.4,1,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-27T17:00:00,31.0,34.5,22.0,58.81,0.0,0,,0,0,24.5,22.3,140.0,1009.0,50.0,10.0,148,0.5,1,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T18:00:00,31.0,34.5,22.0,58.81,0.1,100,rain,0,0,28.1,24.1,130.0,1010.0,50.0,10.0,22,0.1,0,10,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T19:00:00,29.9,33.2,22.1,63.14,0.0,0,,0,0,33.8,21.9,135.0,1010.1,86.1,10.9,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-27T20:00:00,29.0,32.7,23.0,70.11,0.0,0,,0,0,38.2,14.8,130.0,1011.0,50.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T21:00:00,29.0,32.7,23.0,70.11,0.0,0,,0,0,38.9,13.0,140.0,1012.0,50.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-27T22:00:00,28.0,31.2,23.0,74.13,0.0,0,,0,0,32.8,14.1,117.0,1012.0,52.8,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-27T23:00:00,28.0,31.2,23.0,74.3,0.0,0,,0,0,26.3,14.8,120.0,1012.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T00:00:00,28.0,30.6,22.0,69.92,0.0,0,,0,0,24.1,7.6,100.0,1012.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T01:00:00,27.9,30.5,22.1,70.7,0.0,0,,0,0,27.0,13.7,106.0,1011.0,46.3,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-28T02:00:00,27.0,28.8,21.0,69.73,0.0,0,,0,0,24.8,13.0,110.0,1010.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T03:00:00,27.0,28.8,21.0,69.73,0.0,0,,0,0,19.1,11.2,100.0,1010.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T04:00:00,25.9,25.9,20.2,70.59,0.0,0,,0,0,12.6,10.5,99.0,1010.0,46.3,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-28T05:00:00,25.0,25.0,21.0,78.5,0.0,0,,0,0,17.3,9.4,80.0,1010.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T06:00:00,25.0,25.0,21.0,78.5,0.0,0,,0,0,14.4,3.6,91.0,1011.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T07:00:00,26.9,28.8,21.1,70.73,0.0,0,,0,0,15.1,5.2,70.0,1011.1,30.0,10.9,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-28T08:00:00,29.0,30.8,20.0,58.34,0.0,0,,0,0,15.5,13.0,100.0,1012.0,100.0,10.0,244,0.9,2,10,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T09:00:00,30.0,31.3,19.0,51.76,0.0,0,,0,0,13.7,9.4,100.0,1012.0,92.9,10.0,498,1.8,5,10,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T10:00:00,31.9,33.4,19.1,46.96,0.0,0,,0,0,15.5,12.8,119.0,1012.0,40.0,10.9,723,2.6,7,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-28T11:00:00,34.0,35.7,19.0,41.27,0.0,0,,0,0,16.9,13.0,110.0,1011.0,21.6,10.0,892,3.2,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T12:00:00,35.0,36.3,18.0,36.66,0.0,0,,0,0,16.6,14.8,120.0,1010.0,27.0,10.0,993,3.6,10,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T13:00:00,35.8,37.4,18.3,35.8,0.0,0,,0,0,15.5,11.1,135.0,1009.0,30.1,10.9,972,3.5,10,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-28T14:00:00,36.0,36.8,17.0,32.57,0.0,0,,0,0,15.1,7.6,140.0,1008.0,50.0,10.0,902,3.2,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T15:00:00,35.0,38.5,21.0,44.18,0.0,0,,0,0,12.6,13.0,160.0,1008.0,50.0,10.0,747,2.7,7,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T16:00:00,34.7,38.3,21.1,45.06,0.0,0,,0,0,14.4,17.7,167.0,1008.0,48.1,10.9,572,2.1,6,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-28T17:00:00,32.0,34.9,21.0,52.26,0.0,0,,0,0,30.2,18.4,140.0,1008.0,27.0,10.0,250,0.9,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T18:00:00,31.0,33.0,20.0,52.01,0.0,0,,0,0,36.0,20.5,150.0,1009.0,27.0,10.0,80,0.3,1,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T19:00:00,29.9,31.8,20.1,55.75,0.0,0,,0,0,44.6,16.4,137.0,1010.0,25.4,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-28T20:00:00,29.0,30.8,20.0,58.34,0.0,0,,0,0,44.6,20.5,140.0,1010.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T21:00:00,28.0,29.6,20.0,61.84,0.0,0,,0,0,44.3,16.6,140.0,1011.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-28T22:00:00,28.0,29.2,19.1,58.44,0.0,0,,0,0,41.0,18.0,137.0,1011.0,30.1,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-28T23:00:00,28.0,29.2,19.0,58.11,0.0,0,,0,0,38.9,18.4,110.0,1011.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T00:00:00,28.0,29.6,20.0,61.84,0.0,0,,0,0,37.1,16.6,120.0,1011.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T01:00:00,27.0,28.5,20.0,65.82,0.0,0,,0,0,32.8,15.7,104.0,1010.1,48.1,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-29T02:00:00,27.0,28.5,20.0,65.56,0.0,0,,0,0,25.6,13.0,120.0,1010.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T03:00:00,27.0,28.5,20.0,65.56,0.0,0,,0,0,20.5,11.2,110.0,1010.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T04:00:00,26.0,26.0,20.0,69.54,0.0,0,,0,0,20.9,9.4,120.0,1010.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,VVTS
Ho Chi Minh City,2024-02-29T05:00:00,26.0,26.0,20.0,69.54,0.0,0,,0,0,16.2,5.4,77.2,1010.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T06:00:00,25.0,25.0,20.0,73.8,0.0,0,,0,0,11.9,11.2,90.0,1011.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T07:00:00,26.0,26.0,20.1,70.02,0.0,0,,0,0,11.5,8.8,81.0,1012.0,10.0,10.9,50,0.2,1,10,Clear,clear-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-29T08:00:00,29.0,30.3,19.0,54.83,0.0,0,,0,0,16.6,13.0,110.0,1012.0,27.0,10.0,280,1.0,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T09:00:00,31.0,31.8,18.0,45.91,0.0,0,,0,0,17.3,13.0,110.0,1013.0,27.0,10.0,530,1.9,5,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T10:00:00,32.9,33.9,18.1,41.59,0.0,0,,0,0,17.3,7.9,140.0,1013.0,25.4,10.9,746,2.7,7,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-29T11:00:00,34.0,34.5,17.0,36.39,0.0,0,,0,0,14.8,14.8,90.0,1012.0,27.0,10.0,903,3.3,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T12:00:00,35.0,35.7,17.0,34.42,0.0,0,,0,0,14.0,16.6,120.0,1011.0,27.0,10.0,988,3.6,10,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T13:00:00,34.9,35.8,17.4,35.58,0.0,0,,0,0,15.5,14.4,160.0,1010.0,50.0,10.9,995,3.6,10,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-29T14:00:00,36.0,37.4,18.0,34.69,0.0,0,,0,0,16.2,9.4,134.2,1009.0,50.0,10.0,918,3.3,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T15:00:00,35.0,38.5,21.0,44.18,0.0,0,,0,0,18.7,14.8,170.0,1008.0,50.0,10.0,768,2.8,8,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-02-29T16:00:00,33.9,37.2,21.0,47.16,0.0,0,,0,0,18.7,17.7,164.0,1008.1,27.3,10.9,534,1.9,5,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-02-29T17:00:00,33.0,35.3,20.0,46.44,0.0,0,,0,0,24.8,18.4,170.0,1009.0,27.0,10.0,276,1.0,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
